51;3.850214;16.464807;177;3.089232776;0.869253;-69;-86;-70;-80;-83;-89;20;03/01/00;15/01/00;1.009786;0.035193
52;3.127465;16.392142;177;3.089232776;0.658453;-72;-86;-64;-81;-82;-87;;;;;
53;2.297474;16.008534;192;3.3510321638;0.966762;-75;-87;-64;-83;-81;-83;21;01/01/00;15/01/00;0.562526;0.491466
54;2.466329;15.428614;-100;-1.745329252;0.82755;-73;-86;-66;-85;-84;-82;;;;;
55;2.52797;14.870544;-102;-1.780235837;0.741308;-75;-84;-63;-85;-87;-82;;;;;
56;2.527723;14.44201;-95;-1.6580627894;0.539452;-71;-81;-59;-83;-89;-88;22;0.86;15/01/00;1.667723;2.05799
57;2.466764;13.882683;-89;-1.5533430343;0.82235;-72;-89;-60;-85;-79;-88;23;0.86;14.98;1.606764;1.097317
58;2.515443;13.371417;-88;-1.5358897418;0.510434;-78;-88;-62;-79;-79;-87;;;;;
59;2.496366;12.434237;-92;-1.6057029118;0.829042;-78;-85;-65;-84;-82;-86;24;0.86;11/01/00;1.636366;0.545763
60;2.391417;11.589193;-96;-1.6755160819;0.782109;-73;-88;-68;-83;-81;-85;;;;;
61;2.399473;10.930718;-96;-1.6755160819;0.765607;-72;-89;-70;-79;-80;-85;;;;;
62;2.421663;10.248678;-91;-1.5882496193;0.673179;-71;-85;-75;-75;-76;-84;25;0.86;09/01/00;1.561663;0.731322
63;2.434574;9.516432;-88;-1.5358897418;0.737521;-74;-81;-79;-76;-74;-90;;;;;
64;2.468634;8.846156;-92;-1.6057029118;0.756326;-79;-81;-81;-75;-71;-85;;;;;
65;2.453037;7.978145;-94;-1.6406094969;0.817594;-73;-85;-84;-74;-70;-83;26;0.86;07/01/00;1.593037;1.001855
66;2.487487;7.364776;-93;-1.6231562044;0.772298;-70;-84;-83;-71;-71;-82;;;;;
67;2.603271;6.84122;-93;-1.6231562044;0.653352;-70;-84;-86;-75;-72;-87;27;0.86;05/01/00;1.743271;0.13878
68;2.74144;6.269289;-93;-1.6231562044;0.710479;-73;-84;-81;-77;-74;-81;;;;;
69;2.837042;5.826786;-94;-1.6406094969;0.748881;-76;-87;-84;-74;-74;-80;28;0.86;03/01/00;1.977042;0.846786
70;2.708506;5.047179;-95;-1.6580627894;0.595498;-74;-84;-81;-74;-67;-81;;;;;
71;2.652452;4.152718;-89;-1.5533430343;0.895151;-71;-85;-81;-67;-63;-83;;;;;
72;2.750717;3.321058;-77;-1.343903524;0.820755;-71;-86;-82;-67;-69;-86;29;0.86;01/01/00;1.890717;0.341058
73;2.698353;3.134161;-74;-1.2915436465;0.168764;-76;-86;-85;-68;-66;-81;;;;;
74;2.863871;3.180904;-82;-1.4311699866;0.305599;-73;-86;-81;-72;-65;-83;;;;;
75;2.905686;2.944971;-78;-1.3613568166;0.192222;-73;-86;-82;-69;-62;-82;;;;;
76;2.956724;2.748449;-68;-1.1868238914;0.15827;-70;-86;-83;-69;-63;-82;30;0.86;0.98;2.096724;1.768449
77;3.140828;2.676836;-2;-0.034906585;0.196395;-69;-86;-78;-72;-59;-82;;;;;
78;3.352122;2.575937;-1;-0.0174532925;0.248845;-69;-88;-84;-76;-59;-82;;;;;
79;3.97477;2.486737;-3;-0.0523598776;0.559746;-71;-87;-86;-70;-59;-82;;;;;
80;2.427702;1.575407;-14;-0.2443460953;0.837254;-82;-84;-83;-70;-58;-78;31;01/01/00;0.98;0.432298;0.595407
81;3.015042;1.509055;-11;-0.1919862177;0.647299;-77;-85;-83;-71;-61;-76;;;;;
82;3.850181;1.459818;-7;-0.1221730476;0.621364;-73;-86;-86;-76;-68;-78;;;;;
83;4.77402;1.371296;-4;-0.0698131701;0.835324;-72;-83;-86;-73;-71;-82;32;03/01/00;0.98;0.08598;0.391296
84;5.358903;1.331192;0;0;0.485834;-77;-86;-86;-78;-70;-81;;;;;
85;6.336902;1.21929;-10;-0.1745329252;0.963772;-79;-87;-86;-74;-74;-84;;;;;
86;7.023007;1.149988;-11;-0.1919862177;0.737462;-67;-88;-87;-74;-73;-81;33;05/01/00;0.98;0.163007;0.169988
87;8.029685;1.074041;-9;-0.1570796327;1.065917;-66;-85;-85;-73;-79;-76;34;07/01/00;0.98;0.830315;0.094041
88;8.953778;0.988921;-10;-0.1745329252;0.730247;-74;-85;-85;-74;-74;-74;;;;;
89;9.85276;0.902024;-7;-0.1221730476;1.027966;-71;-89;-86;-72;-77;-72;35;09/01/00;0.98;1.00724;0.077976
90;10.38789;0.827461;-10;-0.1745329252;0.606065;-69;-88;-82;-68;-84;-74;;;;;
91;11.227957;0.722838;-11;-0.1919862177;0.74878;-71;-88;-86;-70;-80;-74;;;;;
92;12.144087;0.679049;-6;-0.1047197551;0.760187;-72;-85;-87;-73;-81;-64;36;11/01/00;0.98;0.715913;0.300951
93;13.091089;0.732911;-4;-0.0698131701;0.838384;-72;-85;-85;-71;-85;-62;;;;;
94;15.66133;1.61438;-10;-0.1745329252;0.614085;-72;-81;-92;-72;-88;-58;37;14.86;0.98;0.80133;0.63438
95;16.527237;1.576518;-13;-0.2268928028;0.912698;-70;-84;-87;-71;-91;-63;38;16.86;0.98;0.332763;0.596518
96;16.914172;1.84133;29;0.5061454831;0.50365;-74;-81;-87;-70;-88;-67;;;;;
97;17.195534;2.122116;41;0.7155849933;0.474687;-73;-90;-86;-73;-88;-67;39;17.86;31/12/99;0.664466;0.622116
98;17.972213;2.642036;34;0.5934119457;1.018866;-74;-86;-82;-69;-88;-67;40;18.86;01/01/00;0.887787;0.142036
99;18.634362;3.03382;33;0.5759586532;0.87431;-74;-85;-85;-79;-83;-68;;;;;
100;19.197905;3.430978;34;0.5934119457;0.70939;-70;-84;-90;-72;-83;-69;41;19.86;02/01/00;0.662095;0.069022
101;19.645453;3.494272;36;0.6283185307;0.667993;-75;-83;-90;-77;-87;-73;42;20.86;03/01/00;1.214547;1.005728
102;20.134029;4.150654;55;0.9599310886;0.778122;-69;-85;-90;-75;-84;-71;;;;;
103;20.266687;4.482109;74;1.2915436465;0.34663;-67;-81;-89;-74;-84;-72;;;;;
104;20.621084;5.392745;74;1.2915436465;0.902666;-68;-81;-86;-74;-84;-73;;;;;
105;20.910591;05/01/00;77;1.343903524;0.637823;-67;-82;-89;-77;-85;-77;43;20.86;05/01/00;0.050591;0.1216
106;21.05854;7.028322;76;1.3264502315;0.947152;-68;-77;-88;-75;-87;-77;44;20.86;07/01/00;0.19854;1.471678
107;21.212176;7.695402;76;1.3264502315;0.871183;-69;-76;-89;-73;-89;-80;;;;;
108;21.34265;8.166767;74;1.2915436465;0.740543;-61;-76;-87;-72;-85;-77;;;;;
109;21.462262;8.847348;74;1.2915436465;0.905848;-60;-83;-89;-72;-81;-82;45;20.86;09/01/00;0.602262;1.652652
110;21.567177;9.556458;78;1.3613568166;0.712792;-67;-75;-90;-70;-83;-80;;;;;
111;21.671773;10.726098;80;1.3962634016;1.008251;-64;-69;-90;-76;-83;-78;46;20.86;11/01/00;0.811773;1.773902
112;21.803297;11.856489;76;1.3264502315;0.982496;-62;-63;-85;-81;-87;-82;;;;;
113;21.792196;12.541461;79;1.3788101091;0.626494;-63;-65;-87;-79;-84;-82;47;20.86;13/01/00;0.932196;1.958539
